id,name,img,tags,release,views,resources,download_url
24772,Exertus Redux/英文版/[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/2021/11/20/e7b75839c3f60.jpg,"

Switch游戏              

英文              
",2021-11-20T13:28:28+08:00, 1.36K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1VfPBod1LurVuEgJ3lLV1SA 
提取码: 3su9
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1v5ztR52x7ntThHi7s0F8-Q 
提取码: g7w4
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1312.html
23504,宝石战争/中文/本体+6.0.0整合版/[NSP-XCI][原版+魔改10.2.0][联机版],https://imgtu.switch520.com/2021/10/19/e8ebde0463091.jpg,"

Switch游戏              

中文              

升补/DLC              
",2021-11-20T13:23:06+08:00, 11.72K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1n5WRN7wAO3-CfVRJY-MYTw 
提取码: 6tff
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1MVnFUGXWEAqX2eljXeIBtg 
提取码: 5871
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1310.html
18455,欺诈之地/官方中文/本体+1.0.4整合版/[XCI+NSP][原版+魔改10.2.0],https://imgtu.switch520.com/upload/art_editor/20210608-1/ea56fa899ad3557d07f4385e99aa93c9.jpg,"

Switch游戏              

中文              

升补/DLC              
",2021-11-20T13:20:13+08:00, 10.54K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1r-P9jdQeJG2nSNQ-HwJnpQ 
提取码: n3xb
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1yH6X86IBS1AUVbgR9pQr9A
提取码: jv1s
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1308.html
21934,植兽物语/官方中文/本体+1.04整合版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/09/01/329c6486760f2.png,"

Switch游戏              

中文              

升补/DLC              
",2021-11-20T13:16:15+08:00, 12.94K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1m9QcQ79N_c355pmpShomTA 
提取码: ga4d
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/14AYkV8g-UKkpDv723ifiFA 
提取码: fxe7
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1306.html
24766,Poker Texas&Omaha Hold’em/官方中文/[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/2021/11/20/d2441fb747d5a.jpg,"

Switch游戏              

中文              
",2021-11-20T13:13:42+08:00, 2.9K,"
原版[13.0.0][NSP]
链接: https://pan.baidu.com/s/1j5lXwjrMq1YrC4QptpJ2PA 
提取码: 9ghr
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1WSWYa7RZKxUzovkIlXXVDA 
提取码: sgf7
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1304.html
24218,超级摩博任务/英文版/本体+1.0.2整合版/[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/2021/11/07/3eb7611fed234.jpg,"

Switch游戏              

升补/DLC              

英文              
",2021-11-20T13:08:35+08:00, 3.07K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1bi0cwD4jhe84syK98ZiVpQ 
提取码: dyct
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/10gFRG-PUXAm-fuxGW5vAIg 
提取码: 1xeg
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/859.html
24759,以撒的结合:胎衣+/英日文/本体+1.5.0升补整合版/[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/upload/art_editor/20201115-1/e6be2507782e6fffe61a461ab85664e9.jpg,"

Switch游戏              

英-日文              
",2021-11-20T13:01:34+08:00, 3.11K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/18p2Cy4UykpzpU68w2r6xAg 
提取码: bab7
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1mzWXivxoDETWb5kkQoU17w 
提取码: xhun
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1298.html
24096,超级萨米卷/英日文/本体+1.0.3整合版/[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/2021/11/04/5f559615d9742.jpg,"

Switch游戏              

英文              
",2021-11-20T13:00:42+08:00, 4.34K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1SSkJL1p_IVl0e7M5d1C_gw 
提取码: 8trj
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1JrNI07Yoc0xVO8FA0XnFKg 
提取码: 4zpf
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/787.html
23525,面具之墓/官方中文/本体+1.1.0整合版[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/10/21/a7437be17eb6a.png,"

Switch游戏              

中文              

升补/DLC              
",2021-11-20T12:40:09+08:00, 4.38K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/14nlifyzi-2thXPTOeeSgFQ 
提取码: qchk
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/14RB0t4NNBj6lQ-1mLHvGmQ 
提取码: 6yg8
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1296.html
24755,威士忌 黑手党 里奥的家族/英文版/[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/2021/11/20/ffa7a7162fd52.jpg,"

Switch游戏              

英文              
",2021-11-20T12:35:48+08:00, 2.03K,"
原版[13.0.0][NSP]
链接: https://pan.baidu.com/s/1JZwOdD4PePMwGqKVev5qqg 
提取码: d4a4
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1aDcNnVrzDyO9Njk2Ntto8w 
提取码: xbcn
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1294.html
23522,油管主播的生活2/中文/本体+1.2.2.1整合版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/10/21/706dbca2d0cdf.jpg,"

Switch游戏              

中文              

升补/DLC              
",2021-11-20T12:30:58+08:00, 7.96K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1FiCUU93C8g5NXaqd7uvQPw 
提取码: j2bb
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1EXGtubuurQ3dA3DH4Es_uA 
提取码: asku
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1292.html
23218,极乐迪斯科/中文/本体+1.0.2整合版/[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/2021/10/12/0971035cff581.jpg,"

Switch游戏              

中文              
",2021-11-19T21:38:11+08:00, 21.26K,"
原版[13.0.0][NSP]
链接: https://pan.baidu.com/s/1JjrkyLYG5pac9N5uydLH5w
提取码: dgkt
 
1.0.2升级补丁
链接: https://pan.baidu.com/s/1A23BQ7p3F-L3xWQ0BGJExw 
提取码: f9wd
————————————
魔改11.0.0整合[XCI] [自动上传中 上传完毕自动显示]
链接：https://pan.baidu.com/s/1RclDJaVUj49Mx_22DugQxQ
提取码：yxdo
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
谷歌网盘下载：点我
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1288.html
10002,动物森友会/本体+2.0.2升补+3DLC/[NSP][原版],https://imgtu.switch520.com/upload/art_editor/20210228-1/456c66549a1903bb3c765c208930f9ce.jpg,"

3A巨作              

Switch游戏              

中文              
",2021-11-19T21:10:36+08:00, 131.29K,"
 
如需解压密码：switch520.com
 [原版13.1.0]
链接: https://pan.baidu.com/s/1Q94KXJTzRPBTNQjtZUamMg 
提取码: tna7
 
原版2.0.2升级补丁
链接: https://pan.baidu.com/s/1uvavRyldZFZJonGYVgVhoQ 
提取码: 2i9d
 
————————————[直链上传中]
原版本体直链下载：点我
原版升补直链下载：点我
原版DLC直链下载:    点我
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/750.html
24743,枪火重生/官方中文/完美学习版,https://imgtu.switch520.com/2021/11/19/f338086d7d752.jpg,"

PC游戏下载              
",2021-11-19T17:51:55+08:00, 11.41K,"
 
链接: https://pan.baidu.com/s/1wKFwOyFVGggGOCPXlyllBw
提取码: 1fay
",https://switch520.net/1284.html
24738,宝可梦 珍珠&钻石 /1.1.1金手指,https://imgtu.switch520.com/2021/11/19/b9d072da47a6a.jpg,"

加藤之指              
",2021-11-19T17:28:48+08:00, 15.49K,,
24736,吸血莱恩2 改进版/英文版/[NSP][原版],https://imgtu.switch520.com/2021/11/19/ef1d1108e3b13.jpg,"

Switch游戏              

英文              
",2021-11-19T17:17:08+08:00, 5.69K,,
22636,暗黑破坏神2/中文/本体+1.0.0.7.1整合版/[免关联 免存档][原版+魔改11.0.0],https://imgtu.switch520.com/2021/09/24/b23573460f354.jpg,"

Switch游戏              

中文              
",2021-11-19T17:00:40+08:00, 126.4K,,
21210,游戏王Rush Duel 最强混战/日文/本体+1.1.0整合版[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/08/13/9093a1c0a1295.png,"

Switch游戏              

中文              

升补/DLC              
",2021-11-19T15:50:21+08:00, 16.15K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1vxi-o69At568tfyAFe3L2w 
提取码: 2xkg
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1g7m9PvxPJy3tQQNctkCA9g 
提取码: tx38
————————————[直链上传中]
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1282.html
24725,11.19号-PC更新7部作品-官方中文/完美学习版,https://imgtu.switch520.com/2021/11/19/d6c0726cdf1f9.jpg,"

PC游戏下载              
",2021-11-19T11:40:38+08:00, 14.98K,"
 

与芙兰朵露一起捉迷藏吧（Build.7670390+中文语音）
解压码771525
天翼：https://cloud.189.cn/t/EVvMjqUN3yA3
百度：https://pan.baidu.com/s/1KticMDKdmUD26NMRWJIYtA
提取码：3sw2
============

前进吧：高捷少女PLUS/Initiating Station PLUS
解压码118395
天翼：https://cloud.189.cn/t/yymAz2MZVJRn
百度：https://pan.baidu.com/s/1kYhgNitKBuhQMAcwvNr57Q
提取码：1i06
==============

病毒僵尸转生/Vin（V1.0.0+全DLC）
解压码872111
天翼：https://cloud.189.cn/t/vUnInuQ3U7Zv
百度：https://pan.baidu.com/s/1RWOYyGq41U-LrAoW_oemlw
提取码：7jk3
========

长尾豹马修大冒险/MARSUPILAMI – HOOBADVENTURE
解压码128863
天翼：https://cloud.189.cn/t/zMFRNjVVJfYj
百度：https://pan.baidu.com/s/1QxVZv-pc7W89XM6oeDrLjQ
提取码：f95c
=============

最后的战役：劫后余生/The Last Stand：Aftermath
解压码955232
天翼：https://cloud.189.cn/t/IVrUnmRBjQVb
百度：https://pan.baidu.com/s/1DtwKZZm_jSsF-ZhHKmVsHQ
提取码：f3ev
==========

奥西里斯：新黎明/Osiris: New Dawn（v0.5.226）
解压码956736
天翼：https://cloud.189.cn/t/BRjEzyyA7rYn
百度：https://pan.baidu.com/s/1M2-A2OegKE7EyAXsiwkN2Q
提取码：34k1
============

海克斯炸欢天：英雄联盟外传/Hextech Mayhem: A League of Legends Story（V1.21-中文语音）
解压码991148
天翼：https://cloud.189.cn/t/m6bE7biiiaqm
百度：https://pan.baidu.com/s/1y4PHPIV99nwpw40otKLHyw
提取码：qpa5
",https://switch520.net/1277.html
24723,碧蓝航线 终极版/官方中文/完美学习版 [有视频注意音量],https://imgtu.switch520.com/2021/11/19/77cabf33c5ba1.jpg,"

PC游戏下载              
",2021-11-19T11:30:06+08:00, 14.15K,"
 
 
解压码/安装码 122938
天翼：https://cloud.189.cn/t/rEZJ7ffqUFZv 
链接: https://pan.baidu.com/s/1dpss9iNDDQ0sh3obvje9Aw 
提取码: 2dqr
",https://switch520.net/1275.html
16172,光明记忆 无限 终极版/中文语音/整合全DLC完美学习版 [有视频注意音量],https://imgtu.switch520.com/2021/11/19/2115d8784d182.jpg,"

PC游戏下载              
",2021-11-19T11:15:16+08:00, 22.58K,"
 
解压码/安装码 113891
天翼：https://cloud.189.cn/t/IBRbmyYvmyem
链接: https://pan.baidu.com/s/1KKEMFcVyC3Z4EHB47NnStg
提取码: c5sp
",https://switch520.net/1273.html
24716,意.料.之.外./官方中文/[NSP-XCI][原版+魔改10.2.0][在线版],https://imgtu.switch520.com/2021/11/19/83b7bf6eeaaac.jpg,"

Switch游戏              

中文              
",2021-11-19T11:00:47+08:00, 5.15K,"
原版[13.0.0][NSP]
链接: https://pan.baidu.com/s/1THrRqMKrc5VrXaOXEL43Mw
提取码: e3vp
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1NZgRqgQpXoR1wbupCa4VYw 
提取码: 2th9
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1271.html
6990,喵斯快跑/官方中文/本体+1.6.0整合版/[NSP-XCI][原版+魔改9.2.0],https://imgtu.switch520.com/upload/art_editor/20201028-1/c1bb0e4b8f2b823ade18415a95f2b594.jpg,"

Switch游戏              

中文              
",2021-11-19T11:00:42+08:00, 12.74K,,
14240,海洋之王:King of Seas/官方中文/本体+1.0.4升补整合即撸版/[XCI][魔改9.2],https://imgtu.switch520.com/upload/art_editor/20210525-1/c0e7a26ef82edcde220a4d2a9a5d99e4.jpg,"

Switch游戏              

中文              
",2021-11-19T11:00:04+08:00, 16.4K,,
24714,冰之站台Z/日文/本体+1.1+3DLC整合版/[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/2021/11/19/06df183ea4639.jpg,"

Switch游戏              
",2021-11-19T10:53:21+08:00, 4.34K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1tc9cp4E0zcJX3PApnZXFzA
提取码: yzqp
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/10rMfqhqNYfRHfyD65zuXrQ 
提取码: 2vmu
————————————
本游戏不提供直链
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1269.html
24712,意识迷宫 克苏鲁卡牌/英文版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/19/0239864d6171c.jpg,"

Switch游戏              

英文              
",2021-11-19T10:47:45+08:00, 1.79K,"
原版[11.0.1][NSP]
链接: https://pan.baidu.com/s/17hTrceJkR9C9SSytsIcPCw 
提取码: 83cg
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1YdBNCz6UMbkhY661nxP-9A
提取码: vqvd
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1267.html
24710,性感女忍同居生活2/官方中文/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/19/7466cf7b5d45e.jpg,"

Switch游戏              

中文              
",2021-11-19T10:41:23+08:00, 9.41K,"
原版[12.1.0][NSP]
链接: https://pan.baidu.com/s/1KZDdm5Fq-A7IK9jLt8SdVQ 
提取码: mt97
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1GEc_l3b-hPccb7gdCIOxtA 
提取码: ew68
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1265.html
24708,Little Night Wars/日文/[NSP],https://imgtu.switch520.com/2021/11/19/ab521a46e460e.jpg,"

Switch游戏              
",2021-11-19T10:34:53+08:00, 1.39K,"
毒娘下载
 链接: https://pan.baidu.com/s/1nHLLaJaxVCPEIef_z7wD4g 
提取码: nuk6
————————————
直链下载:点我
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1263.html
24706,Shapeshooter/英文版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/19/a87f186e628ea.jpg,"

Switch游戏              

英文              
",2021-11-19T10:28:28+08:00, 781,"
 
 
原版[12.0.2][NSP]
链接: https://pan.baidu.com/s/14c4BemZvPw7m2xe3cK8aIg 
提取码: 3ryf
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1ARaBN9udnpm3zMnbxyt7HA 
提取码: j12q
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1261.html
24703,斯莫茨高尔夫/英文版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/19/e23b575ce091c.jpg,"

Switch游戏              

英文              
",2021-11-19T10:17:31+08:00, 913,"
 
 
原版[12.1.0][NSP]
链接: https://pan.baidu.com/s/10bmaa3znxuGlf7UVYWAPqg 
提取码: 4c6r
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1TmkTM9lvAszXzkvJhGtQqg 
提取码: 6wts
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1259.html
24701,蜡像馆/官方中文/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/19/c42b07efb4ec3.jpg,"

Switch游戏              

中文              
",2021-11-19T10:00:38+08:00, 3.19K,"
原版[13.0.0][NSP]
链接: https://pan.baidu.com/s/1RPaqZOeBWoOUdIqoEL2rfA
提取码: 87c3
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1AkM8j0Z_utikfevfRBiNzA
提取码: wj5g
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1257.html
24699,你想经营一家偶像咖啡馆吗?/日文/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/19/450a7173fbc63.jpg,"

Switch游戏              
",2021-11-19T09:55:27+08:00, 1.68K,"
原版[13.0.0][NSP]
链接: https://pan.baidu.com/s/1_fl4NtBOEfG0IKA7pD7hHw 
提取码: 4dqi
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1jmFKOH1gYxrpFu9OguJmPQ
提取码: axwa
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1255.html
22772,风火轮 释放/中文/本体+1.0.4+16DLC整合版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/09/30/08cebbd65346c.jpg,"

Switch游戏              

中文              

升补/DLC              
",2021-11-19T09:55:03+08:00, 10.73K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1znV1O8tVqI1wUyDJiYzHQw 
提取码: 5uek
 
1.0.4+16DLC
链接: https://pan.baidu.com/s/1TvyTW1ycCmaxwDeYCn-aEw
 提取码: yvke
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/12-75LD7CGjQIC3LBEPxKwQ 
提取码: gjq8
————————————
魔改整合版直链下载:点我[上传中]
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1279.html
7859,太鼓达人/官方中文/本体+1.4.12+315DLC整合即撸版/[XCI][原版+魔改9.2],https://imgtu.switch520.com/upload/art_editor/20201213-1/bcd21cd9a62bb4b7ce275975505dd242.jpg,"

Switch游戏              

中文              

升补/DLC              
",2021-11-19T09:30:45+08:00, 29.68K,,
24695,太空蛾 月球版/英日文/本体+1.0.0b整合版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/18/e93e6c8b3a925.jpg,"

Switch游戏              

英-日文              
",2021-11-18T18:58:42+08:00, 2.16K,"
原版[13.0.0][NSP]
链接: https://pan.baidu.com/s/1oEuIZzoWhCO1AO4HbtE2Yw 
提取码: cajc
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1L6E2TFN3jmoa0H4rGsqSaw 
提取码: 8pyi
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1253.html
24693,狂暴机械鲨鱼/英文版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/18/f427ede39b74a.jpg,"

Switch游戏              

英文              
",2021-11-18T18:54:10+08:00, 3.55K,"
原版[12.1.0][NSP]
链接: https://pan.baidu.com/s/1pCCddu6vYpY_WQMRJjr80Q 
提取码: hpex
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1zOZ-uItNprINjSdshYQfBg 
提取码: x8ss
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1251.html
7714,马力欧赛车实况:家庭赛车场/中文/本体+2.0整合版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/07/02/13d81c4e30e37.jpg,"

Switch游戏              

中文              

升补/DLC              
",2021-11-18T17:20:11+08:00, 18.47K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1qocuN2yImSPXs1392_CGmg 
提取码: pp6i
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1hdZORVrgAiUJ2DCiZZfENw 
提取码: yehi
————————————
原版本体直链下载:点我[上传中]
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1249.html
